image_name,class_id,confidence_score,x_min,y_min,x_max,y_max
VAIPE_P_2_0.jpg,41,0.9778804183006287,1312,1376,1629,1694
VAIPE_P_2_1.jpg,64,0.9997276067733765,742,3058,1286,3645
VAIPE_P_2_1.jpg,64,0.9996708631515503,1300,1815,1800,2308
VAIPE_P_2_2.jpg,64,0.9995248913764954,1152,2333,1524,2724
VAIPE_P_2_2.jpg,64,0.9981629252433777,815,741,1163,1055
VAIPE_P_2_2.jpg,41,0.9913851022720337,1878,2229,2170,2528
VAIPE_P_2_3.jpg,64,0.999579668045044,812,1616,1311,2098
VAIPE_P_2_3.jpg,64,0.9992821216583252,2062,1902,2565,2413
VAIPE_P_2_4.jpg,64,0.9998408555984497,745,1836,1258,2328
VAIPE_P_2_4.jpg,41,0.9978127479553223,1210,2174,1596,2590
VAIPE_P_2_4.jpg,64,0.999389111995697,1981,2480,2462,2907
VAIPE_P_2_5.jpg,64,0.9994194507598877,1619,1811,1952,2119
VAIPE_P_2_5.jpg,64,0.9994996786117554,883,852,1197,1146
VAIPE_P_2_5.jpg,41,0.992863655090332,1870,2230,2143,2511
VAIPE_P_2_6.jpg,64,0.999109148979187,921,2388,1394,2866
VAIPE_P_2_6.jpg,64,0.9996531009674072,838,1612,1294,2048
VAIPE_P_2_6.jpg,41,0.9810912013053894,1278,1732,1619,2106
VAIPE_P_2_7.jpg,64,0.9294313788414001,948,1641,1259,1946
VAIPE_P_2_7.jpg,41,0.8243536949157715,1757,1307,2044,1583
VAIPE_P_2_7.jpg,64,0.999427318572998,1231,1527,1590,1885
VAIPE_P_2_8.jpg,64,0.9996951818466187,1058,1910,1454,2300
VAIPE_P_2_8.jpg,64,0.9993727803230286,1749,2143,2153,2546
VAIPE_P_2_9.jpg,64,0.9998213648796082,2185,1782,2652,2225
VAIPE_P_2_9.jpg,64,0.9997265338897705,1676,1690,2139,2154
VAIPE_P_2_9.jpg,41,0.6292921900749207,1406,1854,1654,2222
VAIPE_P_2_10.jpg,64,0.9994550347328186,903,1656,1397,2134
VAIPE_P_2_10.jpg,64,0.9991326332092285,1768,2263,2286,2797
VAIPE_P_2_10.jpg,41,0.990212082862854,1289,2071,1665,2464
VAIPE_P_2_11.jpg,64,0.9997968673706055,1226,1491,1671,1934
VAIPE_P_2_11.jpg,64,0.9996126890182495,1536,2325,2020,2813
VAIPE_P_2_12.jpg,107,0.8,946,1190,1778,1989
VAIPE_P_2_12.jpg,15,0.755719780921936,2861,1580,3279,1983
VAIPE_P_2_12.jpg,15,0.8376671075820923,1974,1291,2362,1671
VAIPE_P_2_12.jpg,15,0.870620846748352,2256,2255,2745,2752
VAIPE_P_2_13.jpg,107,0.8,762,1054,1699,1728
VAIPE_P_2_13.jpg,15,0.576671838760376,1717,2088,2256,2651
VAIPE_P_2_13.jpg,107,0.8,2495,1540,3668,2224
VAIPE_P_2_13.jpg,107,0.8,2055,186,3164,1377
VAIPE_P_3_0.jpg,64,0.9995489120483398,1260,1950,1617,2329
VAIPE_P_3_0.jpg,79,0.9982227683067322,1144,2305,1452,2861
VAIPE_P_3_0.jpg,64,0.9958568811416626,1885,1783,2297,2051
VAIPE_P_3_1.jpg,64,0.9998794794082642,1668,2013,2112,2454
VAIPE_P_3_1.jpg,64,0.9998692870140076,1202,2375,1659,2827
VAIPE_P_3_1.jpg,79,0.9991564750671387,1101,1645,1704,2016
VAIPE_P_3_2.jpg,64,0.9995628595352173,1290,1952,1758,2415
VAIPE_P_3_2.jpg,64,0.9995214343070984,1757,1577,2229,2049
VAIPE_P_3_2.jpg,79,0.9971576929092407,680,2552,1355,2947
VAIPE_P_3_3.jpg,107,0.8,164,582,358,786
VAIPE_P_3_3.jpg,107,0.8,258,703,369,813
VAIPE_P_3_3.jpg,15,0.5886658430099487,345,648,448,750
VAIPE_P_3_3.jpg,107,0.8,451,777,582,922
VAIPE_P_3_3.jpg,107,0.8,464,255,668,589
VAIPE_P_4_0.jpg,61,0.9991323947906494,2044,2434,2606,3178
VAIPE_P_4_0.jpg,89,0.9977737069129944,1316,1848,1774,2457
VAIPE_P_4_0.jpg,89,0.9998769760131836,1003,3574,1679,4004
VAIPE_P_4_0.jpg,61,0.9990500211715698,731,2438,1059,3256
VAIPE_P_5_0.jpg,89,0.999213695526123,1611,2739,2267,3406
VAIPE_P_5_0.jpg,89,0.999401867389679,1621,2207,2327,2693
VAIPE_P_5_0.jpg,61,0.9990721344947815,1918,1375,2411,2238
VAIPE_P_5_0.jpg,61,0.9997107982635498,1002,2620,1685,3423
VAIPE_P_5_1.jpg,89,0.6740126609802246,2026,1093,2471,1902
VAIPE_P_5_1.jpg,107,0.8,3000,1085,3724,2216
VAIPE_P_5_1.jpg,107,0.8,2407,901,2783,1241
VAIPE_P_5_1.jpg,107,0.8,648,1180,1573,1978
VAIPE_P_5_1.jpg,107,0.8,1677,2376,2159,2866
VAIPE_P_5_1.jpg,90,0.5236020684242249,2114,570,2464,974
VAIPE_P_6_0.jpg,61,0.9992571473121643,2752,1550,3724,2604
VAIPE_P_6_0.jpg,89,0.997757613658905,2443,1357,3277,2299
VAIPE_P_6_0.jpg,61,0.9995307922363281,1555,971,2695,1843
VAIPE_P_6_0.jpg,89,0.9975351095199585,2342,912,3371,1401
VAIPE_P_6_1.jpg,89,0.9832406044006348,1507,2687,2030,3283
VAIPE_P_6_1.jpg,61,0.9995278120040894,2108,2177,2585,2947
VAIPE_P_6_1.jpg,89,0.9997510313987732,1113,3202,1789,3643
VAIPE_P_6_1.jpg,61,0.9990634918212891,774,2095,1124,2930
VAIPE_P_6_2.jpg,61,0.9997919201850891,616,2569,1390,3395
VAIPE_P_6_2.jpg,89,0.9998239278793335,1352,2895,1887,3694
VAIPE_P_6_2.jpg,61,0.9998899698257446,1675,1557,2115,2472
VAIPE_P_6_2.jpg,89,0.9984430074691772,616,2102,1414,2498
VAIPE_P_6_3.jpg,107,0.8,1692,1396,2202,1882
VAIPE_P_6_3.jpg,107,0.8,1843,1817,2279,2253
VAIPE_P_6_3.jpg,107,0.8,2049,1232,2425,1608
VAIPE_P_6_3.jpg,89,0.6333896517753601,2203,1670,2520,2034
VAIPE_P_6_4.jpg,107,0.8,1654,840,2489,1712
VAIPE_P_6_4.jpg,107,0.8,3304,357,3862,1187
VAIPE_P_6_4.jpg,107,0.8,1171,1249,1446,1529
VAIPE_P_6_4.jpg,107,0.8,1677,392,1940,674
VAIPE_P_6_4.jpg,107,0.8,2227,691,2500,960
VAIPE_P_6_4.jpg,89,0.9782153367996216,1924,2392,2715,2873
VAIPE_P_6_5.jpg,107,0.8,1277,1440,1863,1680
VAIPE_P_6_5.jpg,107,0.8,1412,849,1712,1262
VAIPE_P_6_5.jpg,107,0.8,1676,1258,1881,1437
VAIPE_P_6_5.jpg,107,0.8,1407,1295,1601,1462
VAIPE_P_6_5.jpg,107,0.8,1219,1338,1420,1519
VAIPE_P_7_0.jpg,2,0.9987662434577942,1257,1883,1805,2717
VAIPE_P_7_0.jpg,43,0.9983410835266113,595,2440,1544,3200
VAIPE_P_7_0.jpg,2,0.9980027675628662,933,1783,1315,2618
VAIPE_P_7_0.jpg,43,0.9988080263137817,602,1820,1020,2794
VAIPE_P_7_1.jpg,43,0.9983458518981934,508,1698,1443,2444
VAIPE_P_7_1.jpg,43,0.9987990856170654,1042,1634,1910,2405
VAIPE_P_7_1.jpg,2,0.995830774307251,254,1939,1168,2624
VAIPE_P_7_1.jpg,2,0.9965248107910156,647,1353,1505,1774
VAIPE_P_7_1.jpg,75,0.9892213940620422,1419,1395,1828,1848
VAIPE_P_7_2.jpg,107,0.8,2143,1651,2925,2488
VAIPE_P_7_2.jpg,107,0.8,2955,1017,3635,1704
VAIPE_P_7_2.jpg,107,0.8,2971,1902,3629,2534
VAIPE_P_7_2.jpg,107,0.8,1332,1080,1866,1614
VAIPE_P_7_2.jpg,107,0.8,2389,737,2877,1211
VAIPE_P_7_2.jpg,107,0.8,1960,1366,2358,1760
VAIPE_P_7_3.jpg,107,0.8,487,1314,1042,1856
VAIPE_P_7_3.jpg,107,0.8,152,935,585,1355
VAIPE_P_7_3.jpg,107,0.8,1197,993,1614,1397
VAIPE_P_7_3.jpg,107,0.8,679,1814,1131,2062
VAIPE_P_7_3.jpg,107,0.8,709,908,1206,1191
VAIPE_P_7_3.jpg,107,0.8,1306,1462,1758,1898
VAIPE_P_8_0.jpg,54,0.9991300106048584,1050,2053,1493,2474
VAIPE_P_8_0.jpg,38,0.9985181093215942,928,1648,1360,2128
VAIPE_P_8_0.jpg,45,0.9864144325256348,735,2070,1028,2337
VAIPE_P_8_1.jpg,54,0.8022900223731995,1682,1149,2182,1641
VAIPE_P_8_2.jpg,54,0.9994269609451294,1260,2018,1734,2488
VAIPE_P_8_2.jpg,38,0.9970844388008118,921,2002,1255,2595
VAIPE_P_8_2.jpg,45,0.9626687169075012,1217,2453,1514,2752
VAIPE_P_8_3.jpg,54,0.9995010495185852,1063,1563,1552,2034
VAIPE_P_8_3.jpg,45,0.9847597479820251,1398,2064,1708,2368
VAIPE_P_8_3.jpg,38,0.9981153011322021,749,1998,1394,2324
VAIPE_P_8_4.jpg,54,0.9993476867675781,1699,1053,2182,1526
VAIPE_P_8_5.jpg,54,0.9990501999855042,1120,1214,1602,1675
VAIPE_P_8_6.jpg,54,0.9993857145309448,1203,1691,1699,2158
VAIPE_P_8_6.jpg,38,0.9987013339996338,959,2119,1544,2522
VAIPE_P_8_6.jpg,45,0.9970853328704834,1547,2057,1847,2350
VAIPE_P_8_7.jpg,54,0.9964311122894287,1952,1006,2410,1451
VAIPE_P_9_0.jpg,62,0.9663336277008057,779,2230,1394,2716
VAIPE_P_9_0.jpg,62,0.9934855699539185,819,2000,1504,2303
VAIPE_P_9_0.jpg,62,0.9925172328948975,1332,1976,1843,2582
VAIPE_P_9_1.jpg,62,0.9944812059402466,457,2872,1129,3245
VAIPE_P_9_1.jpg,62,0.9773522615432739,1070,2436,1347,3094
VAIPE_P_9_1.jpg,62,0.9921904802322388,728,2279,1121,2923
VAIPE_P_9_2.jpg,62,0.9900345802307129,1921,1558,2464,1893
VAIPE_P_9_2.jpg,62,0.9944043159484863,1548,1292,2081,1739
VAIPE_P_9_2.jpg,62,0.9919799566268921,1248,1134,1634,1757
VAIPE_P_9_3.jpg,62,0.9926690459251404,1296,2087,1773,2406
VAIPE_P_9_3.jpg,62,0.9858831167221069,1333,1903,1812,2133
VAIPE_P_9_3.jpg,62,0.9806200861930847,1131,1914,1368,2421
VAIPE_P_9_4.jpg,107,0.8,1295,1822,2054,2890
VAIPE_P_9_4.jpg,107,0.8,2158,1759,2808,2416
VAIPE_P_9_4.jpg,107,0.8,2950,1475,3396,1901
VAIPE_P_9_4.jpg,107,0.8,1581,409,2266,1332
VAIPE_P_9_4.jpg,107,0.8,2550,646,2984,1086
VAIPE_P_9_5.jpg,107,0.8,1183,703,1758,1260
VAIPE_P_9_5.jpg,107,0.8,2067,4,2528,884
VAIPE_P_9_5.jpg,107,0.8,2924,745,3741,1169
VAIPE_P_9_5.jpg,107,0.8,2411,2140,2799,2532
VAIPE_P_9_5.jpg,107,0.8,2354,1260,2738,1642
VAIPE_P_10_0.jpg,54,0.9996933937072754,1102,1992,1623,2495
VAIPE_P_11_0.jpg,54,0.9994110465049744,1094,2258,1550,2702
VAIPE_P_11_1.jpg,107,0.8,1667,2175,2636,2775
VAIPE_P_11_1.jpg,54,0.6148674488067627,2599,226,3030,669
VAIPE_P_11_1.jpg,54,0.8072291612625122,2948,1123,3418,1573
VAIPE_P_11_1.jpg,107,0.8,2194,1185,2706,1679
VAIPE_P_11_1.jpg,107,0.8,1932,595,2399,1071
VAIPE_P_12_0.jpg,64,0.9997580647468567,1328,1547,1849,2151
VAIPE_P_12_0.jpg,64,0.9998492002487183,909,1832,1476,2439
VAIPE_P_12_1.jpg,64,0.9994823932647705,1824,1558,2332,2066
VAIPE_P_12_1.jpg,64,0.9990883469581604,1068,1847,1544,2348
VAIPE_P_12_2.jpg,64,0.9998384714126587,1607,2067,2174,2631
VAIPE_P_12_2.jpg,8,0.991934061050415,1314,1507,1927,2102
VAIPE_P_12_2.jpg,64,0.9997209310531616,998,1305,1542,1861
VAIPE_P_12_3.jpg,64,0.9995005130767822,1306,2481,1810,3013
VAIPE_P_12_3.jpg,64,0.9993377923965454,1258,1293,1756,1822
VAIPE_P_12_4.jpg,8,0.9970347881317139,704,2034,1214,2651
VAIPE_P_12_4.jpg,64,0.9989190101623535,1364,2701,1878,3259
VAIPE_P_12_4.jpg,64,0.9994352459907532,1694,2418,2240,2974
VAIPE_P_12_5.jpg,64,0.9998461008071899,1563,1774,2091,2313
VAIPE_P_12_5.jpg,64,0.9997403621673584,900,2140,1414,2677
VAIPE_P_12_6.jpg,8,0.9994516372680664,959,1284,1367,1860
VAIPE_P_12_6.jpg,64,0.9999485015869141,1781,1837,2268,2318
VAIPE_P_12_6.jpg,64,0.9998356699943542,1735,1273,2225,1759
VAIPE_P_12_7.jpg,64,0.9996973276138306,1268,2167,1763,2666
VAIPE_P_12_7.jpg,8,0.9918973445892334,1009,1860,1663,2240
VAIPE_P_12_7.jpg,64,0.9997707009315491,1984,1407,2486,1916
VAIPE_P_12_8.jpg,8,0.9961198568344116,1312,1865,1623,2433
VAIPE_P_12_8.jpg,64,0.9995149374008179,1049,1467,1506,1922
VAIPE_P_12_8.jpg,64,0.9994717836380005,1737,1837,2196,2298
VAIPE_P_12_9.jpg,107,0.8,1257,2596,1699,3042
VAIPE_P_12_9.jpg,107,0.8,861,2539,1318,3086
VAIPE_P_12_9.jpg,107,0.8,1204,2188,1847,2607
VAIPE_P_12_9.jpg,64,0.6159321069717407,1024,1862,1493,2312
VAIPE_P_13_0.jpg,55,0.9637178182601929,847,1559,1400,2106
VAIPE_P_13_1.jpg,55,0.9980543255805969,906,1678,1518,2273
VAIPE_P_13_2.jpg,107,0.8,303,1790,1121,2726
VAIPE_P_13_2.jpg,107,0.8,1216,2210,1774,2944
VAIPE_P_13_2.jpg,107,0.8,1352,944,1918,1657
VAIPE_P_14_0.jpg,57,0.9914028644561768,1538,2024,2095,2568
VAIPE_P_14_1.jpg,107,0.8,1380,1361,2124,2462
VAIPE_P_14_1.jpg,107,0.8,581,1788,1384,2524
VAIPE_P_14_1.jpg,107,0.8,555,2476,1222,3124
VAIPE_P_14_1.jpg,107,0.8,1059,2888,1507,3357
VAIPE_P_14_1.jpg,107,0.8,1201,731,2055,1867
VAIPE_P_14_1.jpg,107,0.8,1501,1976,2350,2893
VAIPE_P_14_1.jpg,107,0.8,2079,1480,2535,1942
VAIPE_P_14_2.jpg,107,0.8,780,1691,1481,2662
VAIPE_P_14_2.jpg,107,0.8,1109,2563,2153,3167
VAIPE_P_14_2.jpg,57,0.8531803488731384,1707,1171,2124,1601
VAIPE_P_14_2.jpg,107,0.8,1145,1610,2192,2032
VAIPE_P_14_2.jpg,107,0.8,1322,1152,1749,1588
VAIPE_P_14_2.jpg,107,0.8,1325,1936,2147,2441
VAIPE_P_14_3.jpg,107,0.8,2116,1188,2740,1784
VAIPE_P_14_3.jpg,107,0.8,1179,1186,1613,1791
VAIPE_P_14_3.jpg,107,0.8,2857,931,3426,1443
VAIPE_P_14_3.jpg,55,0.6322413682937622,1827,1828,2387,2389
VAIPE_P_14_3.jpg,107,0.8,1394,480,1798,1142
VAIPE_P_14_3.jpg,107,0.8,2097,310,2537,791
VAIPE_P_15_0.jpg,99,0.9992586374282837,1221,2763,1910,3490
VAIPE_P_15_0.jpg,99,0.9994534850120544,1091,2021,1507,2791
VAIPE_P_15_0.jpg,7,0.9981611967086792,902,2678,1249,3035
VAIPE_P_15_0.jpg,28,0.999366283416748,1393,1618,1739,1975
VAIPE_P_15_1.jpg,99,0.9998431205749512,1629,1850,1962,2490
VAIPE_P_15_1.jpg,99,0.9997671246528625,725,1908,1052,2545
VAIPE_P_15_1.jpg,28,0.9685137271881104,1096,2137,1360,2403
VAIPE_P_15_1.jpg,28,0.9984558820724487,1380,2077,1644,2344
VAIPE_P_15_2.jpg,107,0.8,1682,2232,2682,2867
VAIPE_P_15_2.jpg,107,0.8,1653,1263,2795,1881
VAIPE_P_15_2.jpg,7,0.6700770258903503,843,576,1288,1032
VAIPE_P_15_2.jpg,7,0.6711524724960327,2766,781,3224,1264
VAIPE_P_15_2.jpg,7,0.6212083101272583,1957,286,2482,852
VAIPE_P_16_0.jpg,107,0.8,1220,2223,1579,2578
VAIPE_P_16_1.jpg,84,0.9986315965652466,1360,2310,1617,2570
VAIPE_P_16_2.jpg,84,0.999605655670166,1277,2104,1588,2411
VAIPE_P_16_3.jpg,84,0.9972879886627197,1230,2127,1547,2440
VAIPE_P_16_4.jpg,84,0.9981720447540283,1227,2193,1552,2522
VAIPE_P_16_5.jpg,84,0.9977772235870361,1354,2106,1668,2411
VAIPE_P_16_6.jpg,84,0.9979122281074524,2292,1440,2567,1708
VAIPE_P_16_7.jpg,84,0.9995791912078857,1251,2009,1651,2402
VAIPE_P_17_0.jpg,84,0.9989193081855774,1174,2213,1420,2462
VAIPE_P_17_1.jpg,84,0.9989564418792725,1269,2409,1593,2732
VAIPE_P_17_2.jpg,84,0.998754620552063,1499,1917,1843,2256
VAIPE_P_17_3.jpg,84,0.9957611560821533,1391,2205,1654,2457
VAIPE_P_17_4.jpg,84,0.9989810585975647,1662,2427,1972,2740
VAIPE_P_17_5.jpg,84,0.9988141059875488,1136,2010,1400,2275
VAIPE_P_17_6.jpg,84,0.9961676001548767,1295,2316,1662,2695
VAIPE_P_17_7.jpg,84,0.9989808797836304,1401,2198,1718,2523
VAIPE_P_17_8.jpg,84,0.996505856513977,1941,1501,2191,1749
VAIPE_P_17_9.jpg,84,0.9995630979537964,1297,1919,1629,2255
VAIPE_P_17_10.jpg,84,0.9966810941696167,1430,1831,1718,2107
VAIPE_P_17_11.jpg,84,0.9983962774276733,1137,2367,1471,2698
VAIPE_P_17_12.jpg,84,0.9963444471359253,1289,2052,1721,2476
VAIPE_P_17_13.jpg,107,0.8,1308,2302,1615,2612
VAIPE_P_17_14.jpg,84,0.9988053441047668,1268,1933,1528,2198
VAIPE_P_17_15.jpg,84,0.9993770122528076,1205,2273,1533,2599
VAIPE_P_17_16.jpg,107,0.8,2327,1335,2788,1557
VAIPE_P_17_16.jpg,107,0.8,2503,555,3080,810
VAIPE_P_17_16.jpg,107,0.8,3034,1797,3284,2021
VAIPE_P_17_16.jpg,107,0.8,3354,1088,3868,1361
VAIPE_P_17_16.jpg,107,0.8,2123,2694,2910,3019
VAIPE_P_17_16.jpg,107,0.8,1392,1862,1787,2295
VAIPE_P_17_17.jpg,107,0.8,365,454,502,692
VAIPE_P_17_17.jpg,107,0.8,213,423,394,512
VAIPE_P_17_17.jpg,107,0.8,399,396,482,474
VAIPE_P_17_18.jpg,84,0.7297869920730591,2290,2082,3258,2644
VAIPE_P_17_18.jpg,107,0.8,902,1235,1962,1879
VAIPE_P_17_18.jpg,107,0.8,1265,572,1857,1171
VAIPE_P_17_18.jpg,107,0.8,2413,861,3247,1732
VAIPE_P_18_0.jpg,2,0.9987890720367432,1023,2000,1542,2538
VAIPE_P_18_0.jpg,2,0.9990736246109009,1115,1784,1695,2286
VAIPE_P_18_0.jpg,89,0.9992773532867432,903,2281,1260,2894
VAIPE_P_18_0.jpg,27,0.9962669610977173,1514,2292,1856,2815
VAIPE_P_18_0.jpg,89,0.9992988109588623,1097,2732,1703,3055
VAIPE_P_18_1.jpg,2,0.9976552724838257,1401,1247,1789,1847
VAIPE_P_18_1.jpg,89,0.9995736479759216,1622,1181,1995,1758
VAIPE_P_18_1.jpg,89,0.9978734254837036,1349,921,1923,1266
VAIPE_P_18_1.jpg,73,0.9978248476982117,1903,1299,2263,1584
VAIPE_P_18_1.jpg,2,0.998009443283081,1545,659,2204,943
VAIPE_P_18_1.jpg,73,0.9994672536849976,1891,905,2199,1239
VAIPE_P_18_1.jpg,27,0.977755069732666,1017,1169,1421,1649
VAIPE_P_18_2.jpg,2,0.9991035461425781,1469,2257,2079,2714
VAIPE_P_18_2.jpg,89,0.9994443655014038,830,2502,1352,3045
VAIPE_P_18_2.jpg,2,0.9989850521087646,1172,2116,1670,2685
VAIPE_P_18_2.jpg,73,0.9988106489181519,1571,2891,1937,3185
VAIPE_P_18_2.jpg,27,0.9957976341247559,1428,2596,1944,3017
VAIPE_P_18_3.jpg,2,0.9987103343009949,386,2068,853,2828
VAIPE_P_18_3.jpg,89,0.9988614320755005,643,1771,1379,2171
VAIPE_P_18_3.jpg,2,0.9987210035324097,1288,2041,2049,2360
VAIPE_P_18_3.jpg,27,0.9966744184494019,757,2123,1255,2654
VAIPE_P_18_4.jpg,89,0.9980121850967407,1740,581,2383,1059
VAIPE_P_18_4.jpg,2,0.9944097995758057,1987,1018,2291,1721
VAIPE_P_18_4.jpg,89,0.9996693730354309,1382,1207,2027,1524
VAIPE_P_18_4.jpg,27,0.9446241855621338,1621,1476,1975,2018
VAIPE_P_18_4.jpg,2,0.9966081380844116,1117,1308,1663,1869
VAIPE_P_18_4.jpg,73,0.9993205070495605,1588,967,1958,1238
VAIPE_P_18_4.jpg,73,0.9992399215698242,1446,663,1776,1046
VAIPE_P_18_5.jpg,2,0.9991065263748169,1112,1971,1748,2403
VAIPE_P_18_5.jpg,2,0.995459794998169,1666,2235,1945,2904
VAIPE_P_18_5.jpg,89,0.9991282224655151,1136,2227,1716,2673
VAIPE_P_18_5.jpg,73,0.9994618892669678,1367,1831,1730,2130
VAIPE_P_18_5.jpg,27,0.998307466506958,1225,2633,1695,3111
VAIPE_P_18_5.jpg,89,0.999292254447937,1902,2179,2227,2781
VAIPE_P_18_5.jpg,73,0.9994539022445679,863,2368,1239,2666
VAIPE_P_18_6.jpg,2,0.998529851436615,935,2146,1378,2812
VAIPE_P_18_6.jpg,2,0.9985005855560303,1649,2551,2107,3168
VAIPE_P_18_6.jpg,27,0.9986821413040161,1206,2116,1686,2610
VAIPE_P_18_6.jpg,89,0.9994980692863464,1192,2582,1804,3032
VAIPE_P_18_7.jpg,2,0.9943109750747681,407,2404,901,3371
VAIPE_P_18_7.jpg,2,0.9987062811851501,768,1763,1475,2493
VAIPE_P_18_7.jpg,89,0.9994513392448425,1446,1680,2090,2410
VAIPE_P_18_7.jpg,89,0.92353755235672,414,1726,1081,2450
VAIPE_P_18_7.jpg,27,0.9980541467666626,860,2260,1483,2867
VAIPE_P_18_7.jpg,73,0.9993762969970703,1316,2541,1800,2917
VAIPE_P_18_7.jpg,73,0.9989802837371826,1448,2205,1836,2640
VAIPE_P_18_8.jpg,2,0.9984307289123535,493,2275,1111,2852
VAIPE_P_18_8.jpg,89,0.998336911201477,1236,2526,1576,3166
VAIPE_P_18_8.jpg,2,0.9982848167419434,563,2526,1130,3113
VAIPE_P_18_8.jpg,27,0.9962248802185059,834,2687,1285,3161
VAIPE_P_18_8.jpg,89,0.983386218547821,1058,1996,1383,2633
VAIPE_P_18_9.jpg,2,0.9987479448318481,1601,2414,2014,3085
VAIPE_P_18_9.jpg,89,0.9992408752441406,1218,2051,1655,2664
VAIPE_P_18_9.jpg,27,0.9980684518814087,851,2087,1269,2630
VAIPE_P_18_9.jpg,2,0.9980166554450989,1068,2500,1723,2959
VAIPE_P_18_10.jpg,89,0.999171257019043,1290,2595,1913,2944
VAIPE_P_18_10.jpg,89,0.9987726807594299,1740,2157,2026,2734
VAIPE_P_18_10.jpg,2,0.9965016841888428,1953,1954,2224,2563
VAIPE_P_18_10.jpg,73,0.998896062374115,1519,2340,1775,2674
VAIPE_P_18_10.jpg,73,0.999453067779541,1375,2087,1694,2374
VAIPE_P_18_10.jpg,27,0.9919987916946411,1461,1846,1947,2186
VAIPE_P_18_10.jpg,2,0.9980323314666748,1531,1518,2039,1976
VAIPE_P_18_11.jpg,2,0.9945718050003052,1508,2225,1800,2752
VAIPE_P_18_11.jpg,89,0.9990365505218506,1294,2177,1544,2676
