image_name,confidence_score,x_min,y_min,x_max,y_max,candidate
IMG_9113_2.jpg,0.8163233995437622,738,2371,1061,2675,"[{5.0: 0.7166123390197754, 7.0: 0.9097983837127686, 28.0: 0.7818651795387268, 46.0: 0.5874104499816895, 47.0: 0.7696439027786255, 59.0: 0.7307408452033997, 63.0: 0.7182697057723999, 70.0: 0.7022475600242615}]"
IMG_9111_0.jpg,0.8829823732376099,1381,2534,2121,3296,"[{36.0: 0.5696834921836853, 51.0: 0.6356253623962402}]"
IMG_9111_1.jpg,0.8561332821846008,1316,1876,1730,2289,"[{5.0: 0.8494994640350342, 7.0: 0.9751308560371399, 28.0: 0.8770281672477722, 46.0: 0.659149169921875, 47.0: 0.8526647686958313, 59.0: 0.8207935094833374, 63.0: 0.8025786876678467, 70.0: 0.7370783686637878}]"
IMG_9111_2.jpg,0.7592114806175232,708,2257,1298,2571,[{29.0: 0.9282526969909668}]
IMG_9109_0.jpg,0.8467342257499695,569,1463,1158,2032,[]
IMG_9109_1.jpg,0.8165823817253113,1932,1718,2323,2035,[{29.0: 0.9825358986854553}]
IMG_9109_2.jpg,0.7960726618766785,1653,1872,1954,2168,"[{5.0: 0.6469243764877319, 7.0: 0.8527344465255737, 28.0: 0.7003303170204163, 46.0: 0.6802129745483398, 47.0: 0.7435992360115051, 59.0: 0.7342838048934937, 63.0: 0.6998081207275391, 70.0: 0.6366039514541626}]"
20220831_155327_0.jpg,0.8877649307250977,1158,1820,1367,2026,"[{7.0: 0.7462949156761169, 28.0: 0.6393411159515381, 46.0: 0.9811583757400513, 47.0: 0.6445727944374084}]"
20220831_155321_0.jpg,0.8689414858818054,832,1493,1140,1803,"[{7.0: 0.76301509141922, 28.0: 0.6542888283729553, 46.0: 0.9358913898468018, 47.0: 0.6260707974433899}]"
20220831_155324_0.jpg,0.8881019949913025,650,2010,911,2277,"[{7.0: 0.7424454092979431, 28.0: 0.6449353694915771, 46.0: 0.9616881012916565, 47.0: 0.6042071580886841}]"
20220831_155312_0.jpg,0.9051209688186646,736,1897,1065,2216,"[{7.0: 0.7299071550369263, 28.0: 0.6315493583679199, 46.0: 0.9758789539337158, 47.0: 0.6261624097824097}]"
20220830_171720_0.jpg,0.9532243609428406,690,937,1189,1601,"[{26.0: 0.5339400768280029, 61.0: 0.9801793098449707}]"
20220830_171720_1.jpg,0.940469205379486,511,1603,1155,1947,"[{3.0: 0.5850630402565002, 88.0: 0.8371235728263855, 89.0: 0.5341780185699463, 90.0: 0.5790497064590454, 99.0: 0.9628391265869141}]"
20220830_171720_2.jpg,0.9392472505569458,1159,805,1667,1538,"[{26.0: 0.540132999420166, 61.0: 0.9289799332618713}]"
20220830_171720_3.jpg,0.936290442943573,1002,446,1705,952,[{19.0: 0.9828783273696899}]
20220830_171720_4.jpg,0.9271494150161744,381,1317,1002,1643,"[{88.0: 0.8670661449432373, 99.0: 0.9842417240142822}]"
20220830_171720_5.jpg,0.9266611933708192,880,743,1231,1082,"[{73.0: 0.6161211729049683, 75.0: 0.8763048648834229, 77.0: 0.6430798768997192}]"
20220830_171720_6.jpg,0.9252744913101196,1014,1005,1443,1655,[{2.0: 0.9771066904067993}]
20220830_171720_7.jpg,0.9242038130760192,92,1482,442,2235,[{19.0: 0.9733558893203735}]
20220830_171720_8.jpg,0.9195985198020936,1584,668,2038,1366,[{2.0: 0.9802696108818054}]
20220830_171726_0.jpg,0.940461277961731,690,1531,1226,2007,"[{3.0: 0.6225802302360535, 88.0: 0.8168339133262634, 89.0: 0.603071928024292, 90.0: 0.5824406147003174, 99.0: 0.9643222689628601}]"
20220830_171726_1.jpg,0.9341214895248412,833,1221,1574,1565,"[{26.0: 0.5169931054115295, 61.0: 0.9813588261604309}]"
20220830_171726_2.jpg,0.9334455132484436,1019,1508,1593,1983,[{2.0: 0.9815202951431274}]
20220830_171726_3.jpg,0.9301713705062866,813,856,1443,1269,"[{88.0: 0.8911100029945374, 90.0: 0.5171387195587158, 99.0: 0.987750232219696}]"
20220830_171726_4.jpg,0.9233626127243042,1364,1451,2071,1858,"[{26.0: 0.500139594078064, 61.0: 0.9781235456466675}]"
20220830_171726_5.jpg,0.923158586025238,1003,1935,1672,2313,[{19.0: 0.9843786954879761}]
20220830_171726_6.jpg,0.922112762928009,341,1136,905,1689,[{2.0: 0.9908095598220825}]
20220830_171726_7.jpg,0.9154496788978576,308,1892,1021,2236,[{19.0: 0.9879447221755981}]
20220830_171726_8.jpg,0.90400230884552,733,2208,1098,2464,"[{73.0: 0.5437811613082886, 75.0: 0.9039543867111206}]"
20220830_171713_0.jpg,0.9421542882919312,1294,1875,1834,2459,"[{26.0: 0.5123007297515869, 61.0: 0.9873288869857788}]"
20220830_171713_1.jpg,0.9344928860664368,888,1652,1447,2214,"[{26.0: 0.570324718952179, 61.0: 0.9634746313095093}]"
20220830_171713_2.jpg,0.932915985584259,155,1710,667,2343,[{19.0: 0.9748071432113647}]
20220830_171713_3.jpg,0.9328548908233644,991,1912,1473,2449,"[{3.0: 0.5384403467178345, 42.0: 0.5074489712715149, 89.0: 0.9839763641357422, 90.0: 0.9715068340301514, 91.0: 0.9343937039375305, 99.0: 0.9217431545257568}]"
20220830_171713_4.jpg,0.9293442964553832,318,1429,1024,1740,[{19.0: 0.9741138219833374}]
20220830_171713_5.jpg,0.9261066317558287,1080,1066,1673,1523,[{2.0: 0.9873108863830566}]
20220830_171713_6.jpg,0.9229214787483216,1404,1415,2036,1815,[{2.0: 0.9820030331611633}]
20220830_171713_7.jpg,0.919015109539032,669,1628,1228,1943,"[{88.0: 0.8345047235488892, 90.0: 0.5285750031471252, 99.0: 0.9209741353988647}]"
20220830_171713_8.jpg,0.9156897068023682,900,1312,1203,1649,"[{73.0: 0.5401062965393066, 75.0: 0.9107202291488647}]"
20220830_171737_0.jpg,0.94635009765625,719,826,1301,1468,"[{88.0: 0.8619942665100098, 99.0: 0.9854273200035095}]"
20220830_171737_1.jpg,0.9366178512573242,1215,1005,1979,1352,[{2.0: 0.9874645471572876}]
20220830_171737_2.jpg,0.9352694153785706,983,1812,1624,2220,"[{3.0: 0.6028563976287842, 42.0: 0.5036269426345825, 89.0: 0.9889000654220581, 90.0: 0.9766498804092407, 91.0: 0.9481760263442993, 99.0: 0.9210236668586731}]"
20220830_171737_3.jpg,0.9351080060005188,889,2132,1635,2505,[{19.0: 0.9886717796325684}]
20220830_171737_4.jpg,0.9339051842689514,901,1523,1672,1987,[{61.0: 0.981433629989624}]
20220830_171737_5.jpg,0.9310864806175232,572,1484,956,2271,[{19.0: 0.9505020976066589}]
20220830_171737_6.jpg,0.9293442964553832,1573,1645,1925,2417,"[{26.0: 0.5245829224586487, 61.0: 0.9836504459381104}]"
20220830_171737_7.jpg,0.9232177734375,926,1283,1666,1677,[{2.0: 0.9853265285491943}]
20220830_171737_8.jpg,0.91699481010437,1384,2342,1774,2622,"[{73.0: 0.6081724166870117, 75.0: 0.8396731615066528}]"
20220830_171650_0.jpg,0.9414731860160828,377,1572,783,2167,"[{26.0: 0.5296791791915894, 61.0: 0.980919361114502}]"
20220830_171650_1.jpg,0.9412708878517152,724,1272,1362,1585,"[{26.0: 0.5289148092269897, 61.0: 0.987322211265564}]"
20220830_171650_2.jpg,0.940469205379486,626,1584,1076,2102,[{19.0: 0.9657310247421265}]
20220830_171650_3.jpg,0.9341214895248412,799,1969,1296,2301,"[{88.0: 0.804326593875885, 99.0: 0.8961866497993469}]"
20220830_171650_4.jpg,0.928883969783783,200,1475,609,2034,[{2.0: 0.9810307621955872}]
20220830_171650_5.jpg,0.9262505769729614,1452,1262,1699,1826,[{2.0: 0.9850867986679077}]
20220830_171650_6.jpg,0.9252744913101196,908,1730,1424,2060,"[{88.0: 0.8610056638717651, 90.0: 0.5532065033912659, 99.0: 0.9775469303131104}]"
20220830_171650_7.jpg,0.9247461557388306,1233,1914,1816,2176,[{19.0: 0.9541485905647278}]
20220830_171650_8.jpg,0.918429970741272,1096,1444,1393,1702,"[{73.0: 0.8620043992996216, 74.0: 0.8191360831260681, 75.0: 0.7075943946838379, 76.0: 0.5139265060424805, 77.0: 0.6994165182113647}]"
20220830_211150_0.jpg,0.8821569085121155,1421,2401,1699,2699,"[{7.0: 0.7299055457115173, 28.0: 0.6691380143165588, 46.0: 0.9582184553146362, 47.0: 0.6207727193832397}]"
20220830_211150_1.jpg,0.8722624182701111,1713,1939,2030,2271,"[{4.0: 0.7021212577819824, 11.0: 0.5652946829795837}]"
20220830_211150_2.jpg,0.8707227110862732,1092,1829,1427,2166,[{31.0: 0.9789843559265137}]
20220830_211150_3.jpg,0.8689414858818054,861,2285,1186,2629,[{12.0: 0.6573187708854675}]
20220830_211129_0.jpg,0.914005696773529,957,2430,1281,2755,[{12.0: 0.6345428228378296}]
20220830_211129_1.jpg,0.90069979429245,1265,2379,1609,2703,[{31.0: 0.9703904390335083}]
20220830_211129_2.jpg,0.8994033336639404,1274,2756,1558,3041,"[{7.0: 0.7426461577415466, 28.0: 0.6831240653991699, 46.0: 0.9619958996772766, 47.0: 0.6494569778442383}]"
20220830_211129_3.jpg,0.8987495303153992,1241,2040,1559,2347,"[{4.0: 0.6301171183586121, 11.0: 0.6073908805847168}]"
20220830_211210_0.jpg,0.8951007723808289,575,2412,954,2798,"[{11.0: 0.5629698634147644, 12.0: 0.6774296760559082}]"
20220830_211210_1.jpg,0.891660749912262,1259,2625,1662,3048,[{4.0: 0.8890726566314697}]
20220830_211210_2.jpg,0.8776374459266663,1101,1888,1523,2286,[{31.0: 0.9766412973403931}]
20220830_211210_3.jpg,0.8597263693809509,1875,2190,2228,2568,"[{7.0: 0.6819553971290588, 28.0: 0.6599413156509399, 46.0: 0.892319917678833, 47.0: 0.6483591794967651}]"
20220830_211216_0.jpg,0.8933817148208618,813,2580,1168,2938,"[{11.0: 0.6147421598434448, 12.0: 0.7816035747528076, 13.0: 0.5011913776397705}]"
20220830_211216_1.jpg,0.8920011520385742,1366,2624,1684,2969,"[{7.0: 0.713810920715332, 28.0: 0.6937362551689148, 46.0: 0.9265061616897583, 47.0: 0.6456742286682129}]"
20220830_211216_2.jpg,0.8678183555603027,994,2133,1368,2510,[{4.0: 0.7875313758850098}]
20220830_211216_3.jpg,0.8423004746437073,1219,1612,1614,2044,[{31.0: 0.9766873121261597}]
20220830_211158_0.jpg,0.8920011520385742,1210,1984,1584,2378,[{31.0: 0.9778454303741455}]
20220830_211158_1.jpg,0.8913404941558838,1169,2706,1568,3138,[{4.0: 0.648414134979248}]
20220830_211158_2.jpg,0.8878048658370972,827,1751,1194,2118,[]
20220830_211158_3.jpg,0.8701600432395935,1931,2556,2287,2921,"[{7.0: 0.7133433222770691, 28.0: 0.6869335174560547, 46.0: 0.910581111907959, 47.0: 0.6826587915420532}]"
20220830_211142_0.jpg,0.8884808421134949,652,1753,1015,2120,[{31.0: 0.9782838821411133}]
20220830_211142_1.jpg,0.8818913698196411,1141,1780,1461,2114,"[{4.0: 0.6445080637931824, 11.0: 0.5402967929840088}]"
20220830_211142_2.jpg,0.8803818821907043,1572,1971,1900,2312,[{98.0: 0.5423895120620728}]
20220830_211142_3.jpg,0.8741766810417175,1853,2632,2152,2947,"[{7.0: 0.7130249738693237, 28.0: 0.6913549304008484, 46.0: 0.9298664331436157, 47.0: 0.5882136821746826}]"
20220830_211120_0.jpg,0.8947783708572388,1301,2968,1586,3255,"[{11.0: 0.7401986718177795, 12.0: 0.9254578351974487}]"
20220830_211120_1.jpg,0.8896161317825317,1186,2703,1468,3000,[{31.0: 0.9802476167678833}]
20220830_211120_2.jpg,0.8870449066162109,1429,2310,1709,2567,[{11.0: 0.6814638376235962}]
20220830_211120_3.jpg,0.8870449066162109,1374,2579,1613,2824,"[{7.0: 0.5338436961174011, 46.0: 0.63389652967453, 47.0: 0.5544684529304504}]"
20220830_170522_0.jpg,0.9057380557060242,1315,2277,1834,3018,[{10.0: 0.9947652220726013}]
20220830_170522_1.jpg,0.8978450894355774,1001,1932,1764,2317,[{10.0: 0.9734565019607544}]
20220830_170522_2.jpg,0.8933817148208618,1319,1682,1758,2082,[{8.0: 0.9873731136322021}]
20220830_170522_3.jpg,0.8487176299095154,1301,2225,1607,2529,[{31.0: 0.9155076742172241}]
20220830_170525_0.jpg,0.9256684184074402,982,1370,1666,1872,[{10.0: 0.9621722102165222}]
20220830_170525_1.jpg,0.8994213342666626,1040,2370,1351,3162,[{10.0: 0.9881862998008728}]
20220830_170525_2.jpg,0.8922916054725647,1278,1307,1715,1639,[{8.0: 0.9820255041122437}]
20220830_170525_3.jpg,0.8717796206474304,820,2355,1098,2650,[{31.0: 0.9005314707756042}]
20220830_170509_0.jpg,0.8844749331474304,2200,1403,2844,1900,[{10.0: 0.9795746803283691}]
20220830_170509_1.jpg,0.8328365683555603,2587,1262,3205,1850,"[{10.0: 0.9846394062042236, 93.0: 0.5045120120048523}]"
20220830_170509_2.jpg,0.8151013851165771,1939,1944,2266,2226,[{31.0: 0.9692693948745728}]
20220830_170509_3.jpg,0.8130598664283752,3551,1609,4016,2061,[{8.0: 0.8689368963241577}]
20220830_170527_0.jpg,0.8782861232757568,652,2720,1449,3247,[{10.0: 0.9791891574859619}]
20220830_170527_1.jpg,0.8722624182701111,663,2473,1004,2782,[{31.0: 0.9780488610267639}]
20220830_170527_2.jpg,0.8700565099716187,680,1269,1449,1685,[{10.0: 0.9770951271057129}]
20220830_170527_3.jpg,0.8673573136329651,609,2092,1067,2533,[{8.0: 0.9896810054779053}]
20220830_170530_0.jpg,0.9128163456916808,1162,2330,1492,3104,[{10.0: 0.9871144890785217}]
20220830_170530_1.jpg,0.8933526277542114,1231,1427,1925,1810,[{10.0: 0.99045729637146}]
20220830_170530_2.jpg,0.8928679823875427,874,2031,1338,2304,[{8.0: 0.982302188873291}]
20220830_170530_3.jpg,0.8709719777107239,989,2276,1279,2535,[{31.0: 0.9541881680488586}]
IMG_8793_0.jpg,0.8773130774497986,1385,2162,1706,2420,"[{73.0: 0.8278933763504028, 74.0: 0.844782292842865, 75.0: 0.7751471996307373, 76.0: 0.6537814736366272, 77.0: 0.5903102159500122}]"
IMG_8793_1.jpg,0.8765353560447693,1709,2114,1964,2451,"[{73.0: 0.5751823782920837, 74.0: 0.9567050337791443, 75.0: 0.6420993208885193, 76.0: 0.5786014795303345}]"
IMG_8793_2.jpg,0.8709719777107239,1457,1880,1786,2140,"[{73.0: 0.5847579836845398, 74.0: 0.8598625659942627, 75.0: 0.5427253246307373, 76.0: 0.5003777146339417}]"
IMG_8793_3.jpg,0.8549187183380127,1522,2366,1769,2817,[{29.0: 0.9817479848861694}]
IMG_8786_0.jpg,0.9033005237579346,1529,1763,1725,2039,"[{73.0: 0.5294700860977173, 74.0: 0.8946350812911987, 75.0: 0.5615212917327881, 76.0: 0.5113970041275024}]"
IMG_8786_1.jpg,0.8833842277526855,1291,1775,1528,2030,"[{73.0: 0.5146934390068054, 74.0: 0.9744570255279541, 75.0: 0.651360273361206, 76.0: 0.5995213389396667}]"
IMG_8786_2.jpg,0.8833842277526855,1683,1583,1940,1821,"[{73.0: 0.5396965742111206, 74.0: 0.9721304178237915, 75.0: 0.6392611265182495, 76.0: 0.594250500202179}]"
IMG_8786_3.jpg,0.8673573136329651,1385,2030,1727,2288,[{29.0: 0.9891704320907593}]
IMG_8789_0.jpg,0.8906049728393555,1461,2544,1723,2826,"[{73.0: 0.6083261966705322, 74.0: 0.9526806473731995, 75.0: 0.6582408547401428, 76.0: 0.6206716895103455}]"
IMG_8789_1.jpg,0.8899008631706238,1271,2322,1581,2585,"[{73.0: 0.5820146203041077, 74.0: 0.9698144197463989, 75.0: 0.7046061754226685, 76.0: 0.6384970545768738}]"
IMG_8789_2.jpg,0.8676979541778564,1645,2452,1954,2686,"[{73.0: 0.620908796787262, 74.0: 0.8959653973579407, 75.0: 0.6116049289703369, 76.0: 0.5418903827667236}]"
IMG_8789_3.jpg,0.8617992401123047,1474,2154,1729,2534,[{29.0: 0.9870281219482422}]
IMG_8790_0.jpg,0.8960962891578674,1492,1579,1774,1894,"[{73.0: 0.5341259837150574, 74.0: 0.9719653129577637, 75.0: 0.6353514790534973, 76.0: 0.5919756889343262}]"
IMG_8790_1.jpg,0.8913050293922424,1467,2074,1832,2332,"[{73.0: 0.5079377889633179, 74.0: 0.9797272682189941, 75.0: 0.6359186172485352, 76.0: 0.6047244071960449}]"
IMG_8790_2.jpg,0.8906049728393555,1211,1856,1564,2115,"[{74.0: 0.9618471264839172, 75.0: 0.6015891432762146, 76.0: 0.6050141453742981}]"
IMG_8790_3.jpg,0.8707227110862732,1642,1845,2107,2093,[{29.0: 0.9870810508728027}]
IMG_8792_0.jpg,0.8933817148208618,1549,2317,1830,2521,"[{73.0: 0.5338858366012573, 74.0: 0.9680308699607849, 75.0: 0.654818058013916, 76.0: 0.5626053214073181}]"
IMG_8792_1.jpg,0.8833842277526855,1455,1484,1692,1767,"[{73.0: 0.5459827184677124, 74.0: 0.9669684171676636, 75.0: 0.6186705827713013, 76.0: 0.5667771100997925}]"
IMG_8792_2.jpg,0.8818913698196411,1499,2073,1785,2285,"[{74.0: 0.9690303206443787, 75.0: 0.6290855407714844, 76.0: 0.5475108623504639}]"
IMG_8792_3.jpg,0.8701600432395935,1300,1246,1534,1624,[{29.0: 0.9826980829238892}]
IMG_8792_4.jpg,0.6662194728851318,0,2074,323,2828,[{70.0: 0.5239018201828003}]
IMG_8791_0.jpg,0.8994033336639404,1584,1820,1865,2167,"[{73.0: 0.6577140688896179, 74.0: 0.9109550714492798, 75.0: 0.5603857636451721}]"
IMG_8791_1.jpg,0.8884808421134949,1181,1857,1469,2223,"[{73.0: 0.634454071521759, 74.0: 0.941180408000946, 75.0: 0.5695616006851196, 76.0: 0.531746506690979}]"
IMG_8791_2.jpg,0.8855928182601929,1730,1946,2052,2370,[{29.0: 0.989069938659668}]
IMG_8791_3.jpg,0.8478417992591858,1529,2559,1922,2872,"[{73.0: 0.6529825329780579, 74.0: 0.9430203437805176, 75.0: 0.7966923713684082, 76.0: 0.6726087331771851}]"
IMG_8292_0.jpg,0.8634635806083679,1089,2730,1643,3505,[{56.0: 0.9680706262588501}]
IMG_8292_1.jpg,0.8577420115470886,1413,1910,2071,2744,"[{7.0: 0.652067244052887, 18.0: 0.6751512289047241, 32.0: 0.8671337962150574, 104.0: 0.9870893359184265}]"
IMG_8292_2.jpg,0.7865543365478516,1019,2158,1440,2415,[{33.0: 0.8579875230789185}]
IMG_8295_0.jpg,0.9274023175239564,1055,1904,1744,2493,[{56.0: 0.8543926477432251}]
IMG_8295_1.jpg,0.917063295841217,1401,2365,2327,2889,"[{7.0: 0.6687062978744507, 18.0: 0.6665205955505371, 32.0: 0.8615056872367859, 104.0: 0.991152286529541}]"
IMG_8295_2.jpg,0.8556811809539795,1498,2325,1907,2577,[{33.0: 0.565269947052002}]
IMG_8293_0.jpg,0.8803139925003052,1204,2686,1754,3453,[{56.0: 0.9776068925857544}]
IMG_8293_1.jpg,0.8689901828765869,1540,1904,2193,2701,"[{7.0: 0.6592366695404053, 18.0: 0.6919566988945007, 32.0: 0.8629546165466309, 104.0: 0.9881592988967896}]"
IMG_8293_2.jpg,0.7818541526794434,1129,2109,1574,2380,[{33.0: 0.6596885919570923}]
IMG_8296_0.jpg,0.9308069348335266,792,1487,1355,2563,"[{7.0: 0.6686948537826538, 18.0: 0.70015949010849, 32.0: 0.8579809069633484, 104.0: 0.9895845651626587}]"
IMG_8296_1.jpg,0.9144430756568908,1602,2365,2400,3004,[{56.0: 0.9724172949790955}]
IMG_8296_2.jpg,0.8877649307250977,301,2543,648,3054,"[{33.0: 0.9223840832710266, 77.0: 0.610013484954834}]"
IMG_8294_0.jpg,0.8915774822235107,745,2374,1249,3216,"[{7.0: 0.6717181205749512, 18.0: 0.6682894229888916, 32.0: 0.8509628772735596, 104.0: 0.9898321032524109}]"
IMG_8294_1.jpg,0.8700565099716187,1554,1765,1888,2158,[{33.0: 0.8339074850082397}]
IMG_8294_2.jpg,0.8675363659858704,1816,1888,2560,2350,[{56.0: 0.9434891939163208}]
20220830_174133_0.jpg,0.9476878643035888,2105,833,2628,1238,[{87.0: 0.9811346530914307}]
20220830_174133_1.jpg,0.9388307929039,1519,1042,2035,1407,[{87.0: 0.9776403903961182}]
20220830_174133_2.jpg,0.937581479549408,2571,599,3006,1015,[{100.0: 0.9580597877502441}]
20220830_174133_3.jpg,0.937581479549408,2325,1041,2932,1377,"[{88.0: 0.8834666013717651, 90.0: 0.5268793106079102, 99.0: 0.984366774559021}]"
20220830_174133_4.jpg,0.9372969269752502,2134,1419,2378,1659,"[{5.0: 0.614849865436554, 7.0: 0.7860928773880005, 28.0: 0.5955923795700073, 46.0: 0.6828285455703735, 47.0: 0.6908371448516846, 59.0: 0.6050353050231934, 63.0: 0.6752862334251404, 70.0: 0.692608654499054}]"
20220830_174133_5.jpg,0.9310864806175232,1816,651,2224,1051,[{100.0: 0.9583519101142883}]
20220830_174133_6.jpg,0.9256757497787476,2035,1222,2280,1456,"[{5.0: 0.5668720006942749, 7.0: 0.7000148296356201, 28.0: 0.528287947177887, 46.0: 0.6273384690284729, 47.0: 0.6272737383842468, 59.0: 0.5232135653495789, 63.0: 0.5915560722351074, 70.0: 0.6247069239616394}]"
20220830_174051_0.jpg,0.9376644492149352,1027,2361,1391,2728,[{100.0: 0.951819658279419}]
20220830_174051_1.jpg,0.933971107006073,943,1752,1323,2257,"[{88.0: 0.6585181355476379, 89.0: 0.7783159017562866, 90.0: 0.5343948602676392, 91.0: 0.5549482107162476, 99.0: 0.9734817743301392}]"
20220830_174051_2.jpg,0.9327786564826964,1494,2454,1805,3008,[{87.0: 0.9780611991882324}]
20220830_174051_3.jpg,0.9319003224372864,824,2326,1046,2548,"[{7.0: 0.5200295448303223, 45.0: 0.636492133140564, 70.0: 0.7021194100379944}]"
20220830_174051_4.jpg,0.930483877658844,712,1984,1080,2340,[{100.0: 0.9561706185340881}]
