image,target,distances
0215a5563dc8f896a1d9_1.jpg,2.0,0.9539419412612915
0215a5563dc8f896a1d9_2.jpg,47.0,0.5262038707733154
0215a5563dc8f896a1d9_2.jpg,70.0,0.5167382955551147
0215a5563dc8f896a1d9_3.jpg,5.0,0.9115130305290222
0215a5563dc8f896a1d9_3.jpg,59.0,0.9619635343551636
0215a5563dc8f896a1d9_3.jpg,73.0,0.9132741689682007
0215a5563dc8f896a1d9_4.jpg,31.0,0.9776042699813843
0215a5563dc8f896a1d9_5.jpg,3.0,0.526762843132019
0215a5563dc8f896a1d9_5.jpg,89.0,0.9839061498641968
0215a5563dc8f896a1d9_5.jpg,90.0,0.9758280515670776
0215a5563dc8f896a1d9_5.jpg,91.0,0.937757134437561
0215a5563dc8f896a1d9_5.jpg,99.0,0.8803697824478149
0215a5563dc8f896a1d9_6.jpg,59.0,0.5460948944091797
0215a5563dc8f896a1d9_6.jpg,73.0,0.9573716521263123
0215a5563dc8f896a1d9_6.jpg,74.0,0.8617916703224182
0215a5563dc8f896a1d9_6.jpg,75.0,0.6732597351074219
0215a5563dc8f896a1d9_6.jpg,77.0,0.5379483103752136
0215a5563dc8f896a1d9_7.jpg,79.0,0.8205910325050354
027d61a5fb3b3e65672a_0.jpg,0.0,0.503687858581543
027d61a5fb3b3e65672a_0.jpg,89.0,0.8287938833236694
027d61a5fb3b3e65672a_0.jpg,90.0,0.639164924621582
027d61a5fb3b3e65672a_0.jpg,91.0,0.6330009698867798
027d61a5fb3b3e65672a_0.jpg,99.0,0.7759866714477539
027d61a5fb3b3e65672a_1.jpg,0.0,0.6976213455200195
027d61a5fb3b3e65672a_1.jpg,3.0,0.5066503286361694
027d61a5fb3b3e65672a_1.jpg,89.0,0.7290186285972595
027d61a5fb3b3e65672a_1.jpg,90.0,0.5776352882385254
027d61a5fb3b3e65672a_1.jpg,91.0,0.5543437600135803
027d61a5fb3b3e65672a_1.jpg,99.0,0.634274959564209
027d61a5fb3b3e65672a_2.jpg,79.0,0.728945255279541
027d61a5fb3b3e65672a_3.jpg,65.0,0.7587281465530396
027d61a5fb3b3e65672a_4.jpg,65.0,0.9494279026985168
03b3dd5843c68698dfd7_0.jpg,2.0,0.9643299579620361
03b3dd5843c68698dfd7_1.jpg,89.0,0.605817437171936
03b3dd5843c68698dfd7_1.jpg,90.0,0.9091935753822327
03b3dd5843c68698dfd7_2.jpg,2.0,0.9738459587097168
03b3dd5843c68698dfd7_3.jpg,19.0,0.9643484354019165
03b3dd5843c68698dfd7_4.jpg,19.0,0.9084899425506592
03b3dd5843c68698dfd7_5.jpg,73.0,0.9702886343002319
03b3dd5843c68698dfd7_5.jpg,74.0,0.9288489818572998
03b3dd5843c68698dfd7_5.jpg,75.0,0.588516116142273
03b3dd5843c68698dfd7_5.jpg,77.0,0.6398261189460754
03b3dd5843c68698dfd7_6.jpg,73.0,0.97109055519104
03b3dd5843c68698dfd7_6.jpg,74.0,0.9012772440910339
03b3dd5843c68698dfd7_6.jpg,75.0,0.5215685367584229
03b3dd5843c68698dfd7_6.jpg,77.0,0.6394116282463074
0444d7c1525f9701ce4e_0.jpg,19.0,0.5120440125465393
0444d7c1525f9701ce4e_0.jpg,24.0,0.8447960019111633
0444d7c1525f9701ce4e_1.jpg,3.0,0.5390779376029968
0444d7c1525f9701ce4e_1.jpg,42.0,0.5063434839248657
0444d7c1525f9701ce4e_1.jpg,89.0,0.9671570062637329
0444d7c1525f9701ce4e_1.jpg,90.0,0.9444255232810974
0444d7c1525f9701ce4e_1.jpg,91.0,0.9252444505691528
0444d7c1525f9701ce4e_1.jpg,99.0,0.8802844285964966
0444d7c1525f9701ce4e_2.jpg,43.0,0.9847161173820496
0444d7c1525f9701ce4e_3.jpg,19.0,0.6754039525985718
0444d7c1525f9701ce4e_4.jpg,3.0,0.5128580927848816
0444d7c1525f9701ce4e_4.jpg,42.0,0.5598612427711487
0444d7c1525f9701ce4e_4.jpg,89.0,0.9679529666900635
0444d7c1525f9701ce4e_4.jpg,90.0,0.9514460563659668
0444d7c1525f9701ce4e_4.jpg,91.0,0.9058951139450073
0444d7c1525f9701ce4e_4.jpg,99.0,0.8698186278343201
0444d7c1525f9701ce4e_5.jpg,3.0,0.5271784663200378
0444d7c1525f9701ce4e_5.jpg,42.0,0.5191194415092468
0444d7c1525f9701ce4e_5.jpg,89.0,0.9944741725921631
0444d7c1525f9701ce4e_5.jpg,90.0,0.9661617279052734
0444d7c1525f9701ce4e_5.jpg,91.0,0.9412569999694824
0444d7c1525f9701ce4e_5.jpg,99.0,0.8920202255249023
0444d7c1525f9701ce4e_6.jpg,28.0,0.5405973196029663
0444d7c1525f9701ce4e_7.jpg,29.0,0.9840087890625
0444d7c1525f9701ce4e_8.jpg,29.0,0.9864560961723328
04977725eabb2fe576aa_0.jpg,25.0,0.9324257373809814
04977725eabb2fe576aa_0.jpg,26.0,0.9841774702072144
04977725eabb2fe576aa_1.jpg,8.0,0.9759936928749084
04977725eabb2fe576aa_2.jpg,8.0,0.9644964933395386
04977725eabb2fe576aa_3.jpg,25.0,0.9500381946563721
04977725eabb2fe576aa_3.jpg,26.0,0.9774247407913208
0568bb3522abe7f5beba_0.jpg,25.0,0.9477343559265137
0568bb3522abe7f5beba_0.jpg,26.0,0.9894424676895142
05c4403dc6a303fd5ab2_0.jpg,19.0,0.8145365118980408
05c4403dc6a303fd5ab2_2.jpg,19.0,0.7921288013458252
06be340dad9368cd3182_0.jpg,3.0,0.5372096300125122
06be340dad9368cd3182_0.jpg,89.0,0.8864432573318481
06be340dad9368cd3182_0.jpg,90.0,0.8599998950958252
06be340dad9368cd3182_0.jpg,91.0,0.8299984335899353
06be340dad9368cd3182_0.jpg,99.0,0.8728156685829163
06c620cba755620b3b44_0.jpg,89.0,0.9059609174728394
06c620cba755620b3b44_0.jpg,90.0,0.8795396089553833
06c620cba755620b3b44_0.jpg,91.0,0.7253528237342834
06c620cba755620b3b44_0.jpg,99.0,0.6651363968849182
06c620cba755620b3b44_1.jpg,10.0,0.9871118068695068
06c620cba755620b3b44_2.jpg,47.0,0.5399185419082642
06c620cba755620b3b44_3.jpg,36.0,0.9680418372154236
06c620cba755620b3b44_3.jpg,51.0,0.9773743152618408
06c620cba755620b3b44_3.jpg,78.0,0.5084328055381775
07acbf2d3ab3ffeda6a2_0.jpg,43.0,0.9831953644752502
07acbf2d3ab3ffeda6a2_1.jpg,3.0,0.5198939442634583
07acbf2d3ab3ffeda6a2_1.jpg,42.0,0.5230064392089844
07acbf2d3ab3ffeda6a2_1.jpg,89.0,0.9923369884490967
07acbf2d3ab3ffeda6a2_1.jpg,90.0,0.9656497836112976
07acbf2d3ab3ffeda6a2_1.jpg,91.0,0.9380409717559814
07acbf2d3ab3ffeda6a2_1.jpg,99.0,0.8834763169288635
07acbf2d3ab3ffeda6a2_2.jpg,24.0,0.6378179788589478
07acbf2d3ab3ffeda6a2_3.jpg,3.0,0.5219107866287231
07acbf2d3ab3ffeda6a2_3.jpg,42.0,0.5170344114303589
07acbf2d3ab3ffeda6a2_3.jpg,89.0,0.9845201969146729
07acbf2d3ab3ffeda6a2_3.jpg,90.0,0.9555127620697021
07acbf2d3ab3ffeda6a2_3.jpg,91.0,0.9332787990570068
07acbf2d3ab3ffeda6a2_3.jpg,99.0,0.8845795392990112
07acbf2d3ab3ffeda6a2_4.jpg,89.0,0.8391162157058716
07acbf2d3ab3ffeda6a2_4.jpg,90.0,0.8483115434646606
07acbf2d3ab3ffeda6a2_4.jpg,91.0,0.7432506084442139
07acbf2d3ab3ffeda6a2_4.jpg,99.0,0.6855005025863647
07acbf2d3ab3ffeda6a2_5.jpg,19.0,0.8653683662414551
07acbf2d3ab3ffeda6a2_6.jpg,98.0,0.7261818051338196
07acbf2d3ab3ffeda6a2_7.jpg,29.0,0.9664281606674194
07acbf2d3ab3ffeda6a2_8.jpg,29.0,0.9582762122154236
07c124daa744621a3b55_0.jpg,19.0,0.9509397745132446
07c124daa744621a3b55_1.jpg,19.0,0.6055598855018616
07c124daa744621a3b55_2.jpg,59.0,0.5223234295845032
07c124daa744621a3b55_2.jpg,73.0,0.9655306935310364
07c124daa744621a3b55_2.jpg,74.0,0.900787353515625
07c124daa744621a3b55_2.jpg,75.0,0.705328106880188
07c124daa744621a3b55_2.jpg,77.0,0.549227237701416
07c124daa744621a3b55_3.jpg,88.0,0.5107853412628174
07c124daa744621a3b55_3.jpg,89.0,0.5269137024879456
07c124daa744621a3b55_3.jpg,90.0,0.5621577501296997
07c124daa744621a3b55_3.jpg,99.0,0.5621453523635864
07c124daa744621a3b55_4.jpg,59.0,0.568589985370636
07c124daa744621a3b55_4.jpg,73.0,0.9635744690895081
07c124daa744621a3b55_4.jpg,74.0,0.8430697321891785
07c124daa744621a3b55_4.jpg,75.0,0.657873272895813
07c124daa744621a3b55_4.jpg,77.0,0.5104426145553589
088f33d6af486a163359_0.jpg,10.0,0.9917341470718384
088f33d6af486a163359_1.jpg,3.0,0.5493530035018921
088f33d6af486a163359_1.jpg,89.0,0.9583488702774048
088f33d6af486a163359_1.jpg,90.0,0.9303557872772217
088f33d6af486a163359_1.jpg,91.0,0.9140052795410156
088f33d6af486a163359_1.jpg,99.0,0.8834778070449829
088f33d6af486a163359_2.jpg,10.0,0.984874427318573
088f33d6af486a163359_3.jpg,43.0,0.9794828295707703
088f33d6af486a163359_4.jpg,29.0,0.9819831848144531
088f33d6af486a163359_5.jpg,94.0,0.5761734247207642
088f33d6af486a163359_6.jpg,29.0,0.9744049310684204
096bc5a844368168d827_0.jpg,45.0,0.7590388655662537
09cd7155f4cb319568da_0.jpg,55.0,0.9480226039886475
0aa3b0ba2d24e87ab135_0.jpg,43.0,0.9763956665992737
0aa3b0ba2d24e87ab135_1.jpg,90.0,0.8622708916664124
0aa3b0ba2d24e87ab135_1.jpg,99.0,0.7471308708190918
0aa3b0ba2d24e87ab135_2.jpg,2.0,0.961945652961731
0aa3b0ba2d24e87ab135_3.jpg,7.0,0.6609165072441101
0aa3b0ba2d24e87ab135_3.jpg,46.0,0.5510299801826477
0aa3b0ba2d24e87ab135_3.jpg,47.0,0.5334484577178955
0aa3b0ba2d24e87ab135_3.jpg,70.0,0.8490189909934998
0aa3b0ba2d24e87ab135_5.jpg,36.0,0.6512886881828308
0aa3b0ba2d24e87ab135_5.jpg,51.0,0.647074818611145
0aa3b0ba2d24e87ab135_5.jpg,78.0,0.5084872245788574
0aa3b0ba2d24e87ab135_6.jpg,2.0,0.966507077217102
0b17b9fe2360e63ebf71_0.jpg,45.0,0.5220420360565186
0b17b9fe2360e63ebf71_0.jpg,46.0,0.6230565905570984
0b17b9fe2360e63ebf71_0.jpg,80.0,0.6123645305633545
0b17b9fe2360e63ebf71_1.jpg,3.0,0.5310907363891602
0b17b9fe2360e63ebf71_1.jpg,42.0,0.5180452466011047
0b17b9fe2360e63ebf71_1.jpg,89.0,0.9897493124008179
0b17b9fe2360e63ebf71_1.jpg,90.0,0.9733537435531616
0b17b9fe2360e63ebf71_1.jpg,91.0,0.9377176761627197
0b17b9fe2360e63ebf71_1.jpg,99.0,0.8845275640487671
0b17b9fe2360e63ebf71_2.jpg,79.0,0.8974415063858032
0b17b9fe2360e63ebf71_3.jpg,3.0,0.5196112394332886
0b17b9fe2360e63ebf71_3.jpg,42.0,0.509597659111023
0b17b9fe2360e63ebf71_3.jpg,89.0,0.9888945817947388
0b17b9fe2360e63ebf71_3.jpg,90.0,0.9691668152809143
0b17b9fe2360e63ebf71_3.jpg,91.0,0.9349483251571655
0b17b9fe2360e63ebf71_3.jpg,99.0,0.879939079284668
0b17b9fe2360e63ebf71_4.jpg,5.0,0.7017729878425598
0b17b9fe2360e63ebf71_4.jpg,59.0,0.7992358803749084
0b17b9fe2360e63ebf71_4.jpg,73.0,0.6894282102584839
0b17b9fe2360e63ebf71_5.jpg,7.0,0.7003664970397949
0b17b9fe2360e63ebf71_5.jpg,28.0,0.5489857792854309
0b17b9fe2360e63ebf71_5.jpg,46.0,0.9576077461242676
0b17b9fe2360e63ebf71_5.jpg,47.0,0.5641516447067261
0b1b9e04199adcc4858b_0.jpg,43.0,0.8978744149208069
0b1b9e04199adcc4858b_1.jpg,2.0,0.9646326303482056
0b1b9e04199adcc4858b_2.jpg,2.0,0.9708472490310669
0b1b9e04199adcc4858b_3.jpg,90.0,0.5940545797348022
0b1b9e04199adcc4858b_4.jpg,47.0,0.6248960494995117
0b1b9e04199adcc4858b_5.jpg,28.0,0.5355615019798279
0b1b9e04199adcc4858b_5.jpg,78.0,0.6234785318374634
0b264d7ecae00fbe56f1_0.jpg,10.0,0.9857555627822876
0b264d7ecae00fbe56f1_1.jpg,10.0,0.9863940477371216
0b264d7ecae00fbe56f1_3.jpg,36.0,0.9746396541595459
0b264d7ecae00fbe56f1_3.jpg,51.0,0.9807422161102295
0b264d7ecae00fbe56f1_4.jpg,29.0,0.9577720165252686
0c522eabb435716b2824_0.jpg,3.0,0.5265113115310669
0c522eabb435716b2824_0.jpg,42.0,0.5301353335380554
0c522eabb435716b2824_0.jpg,89.0,0.9872450828552246
0c522eabb435716b2824_0.jpg,90.0,0.9593268632888794
0c522eabb435716b2824_0.jpg,91.0,0.9371865391731262
0c522eabb435716b2824_0.jpg,99.0,0.8959948420524597
0c522eabb435716b2824_1.jpg,36.0,0.9318872094154358
0c522eabb435716b2824_1.jpg,51.0,0.9737546443939209
0c522eabb435716b2824_10.jpg,7.0,0.6910933256149292
0c522eabb435716b2824_10.jpg,28.0,0.5206625461578369
0c522eabb435716b2824_10.jpg,46.0,0.6167681217193604
0c522eabb435716b2824_10.jpg,47.0,0.5224982500076294
0c522eabb435716b2824_2.jpg,3.0,0.5238475203514099
0c522eabb435716b2824_2.jpg,42.0,0.5257589817047119
0c522eabb435716b2824_2.jpg,89.0,0.9910303354263306
0c522eabb435716b2824_2.jpg,90.0,0.9711830019950867
0c522eabb435716b2824_2.jpg,91.0,0.9366222023963928
0c522eabb435716b2824_2.jpg,99.0,0.8976127505302429
0c522eabb435716b2824_3.jpg,59.0,0.5815154910087585
0c522eabb435716b2824_4.jpg,36.0,0.9383946657180786
0c522eabb435716b2824_4.jpg,51.0,0.9842461347579956
0c522eabb435716b2824_5.jpg,10.0,0.9833005666732788
0c522eabb435716b2824_6.jpg,3.0,0.5672861337661743
0c522eabb435716b2824_6.jpg,42.0,0.5255993604660034
0c522eabb435716b2824_6.jpg,89.0,0.9590393900871277
0c522eabb435716b2824_6.jpg,90.0,0.9315754175186157
0c522eabb435716b2824_6.jpg,91.0,0.9167755246162415
0c522eabb435716b2824_6.jpg,99.0,0.8940401077270508
0c522eabb435716b2824_7.jpg,10.0,0.9888656735420227
0c522eabb435716b2824_8.jpg,3.0,0.56980299949646
0c522eabb435716b2824_8.jpg,42.0,0.5420892238616943
0c522eabb435716b2824_8.jpg,89.0,0.9666681289672852
0c522eabb435716b2824_8.jpg,90.0,0.9441831707954407
0c522eabb435716b2824_8.jpg,91.0,0.9201321601867676
0c522eabb435716b2824_8.jpg,99.0,0.9043830633163452
0c522eabb435716b2824_9.jpg,79.0,0.9316914677619934
0d0d6feee9702c2e7561_0.jpg,90.0,0.6913934350013733
0d0d6feee9702c2e7561_1.jpg,19.0,0.9376547336578369
0d0d6feee9702c2e7561_2.jpg,19.0,0.9427828788757324
0d201a6c87f242ac1be3_0.jpg,25.0,0.9259823560714722
0d201a6c87f242ac1be3_0.jpg,26.0,0.9822516441345215
0d201a6c87f242ac1be3_1.jpg,8.0,0.9400291442871094
0d201a6c87f242ac1be3_2.jpg,8.0,0.9861922264099121
0d201a6c87f242ac1be3_3.jpg,25.0,0.9416730999946594
0d201a6c87f242ac1be3_3.jpg,26.0,0.9695812463760376
0d40d8b7b62973772a38_0.jpg,25.0,0.9584721326828003
0d40d8b7b62973772a38_0.jpg,26.0,0.982559323310852
0d40d8b7b62973772a38_1.jpg,2.0,0.956874668598175
0d40d8b7b62973772a38_2.jpg,25.0,0.9326755404472351
0d40d8b7b62973772a38_2.jpg,26.0,0.9837900400161743
0d40d8b7b62973772a38_3.jpg,3.0,0.6244253516197205
0d40d8b7b62973772a38_3.jpg,42.0,0.5066706538200378
0d40d8b7b62973772a38_3.jpg,89.0,0.9667184352874756
0d40d8b7b62973772a38_3.jpg,90.0,0.9525860548019409
0d40d8b7b62973772a38_3.jpg,91.0,0.9264705181121826
0d40d8b7b62973772a38_3.jpg,99.0,0.927749514579773
0d40d8b7b62973772a38_4.jpg,79.0,0.9115102291107178
0d40d8b7b62973772a38_5.jpg,5.0,0.8988611698150635
0d40d8b7b62973772a38_5.jpg,59.0,0.9482216238975525
0d40d8b7b62973772a38_5.jpg,73.0,0.8858142495155334
0d40d8b7b62973772a38_6.jpg,84.0,0.5680059194564819
0d40d8b7b62973772a38_7.jpg,0.0,0.535513162612915
0d40d8b7b62973772a38_7.jpg,3.0,0.5650603175163269
0d40d8b7b62973772a38_7.jpg,89.0,0.9007796049118042
0d40d8b7b62973772a38_7.jpg,90.0,0.8433411717414856
0d40d8b7b62973772a38_7.jpg,91.0,0.849561870098114
0d40d8b7b62973772a38_7.jpg,99.0,0.8995119333267212
0d40d8b7b62973772a38_8.jpg,100.0,0.728682279586792
0d40d8b7b62973772a38_9.jpg,2.0,0.9680821895599365
0d4d1a2082be47e01eaf_0.jpg,7.0,0.5683733224868774
0d4d1a2082be47e01eaf_0.jpg,46.0,0.8800500631332397
0e2ca25920c7e599bcd6_0.jpg,36.0,0.5475544333457947
0e2ca25920c7e599bcd6_0.jpg,45.0,0.577704131603241
0e2ca25920c7e599bcd6_0.jpg,51.0,0.5882624983787537
0e2ca25920c7e599bcd6_0.jpg,55.0,0.5026054382324219
0e2ca25920c7e599bcd6_1.jpg,96.0,0.6978523135185242
0e3dc3d5464b8315da5a_0.jpg,3.0,0.5550317168235779
0e3dc3d5464b8315da5a_0.jpg,89.0,0.9747086763381958
0e3dc3d5464b8315da5a_0.jpg,90.0,0.9580836892127991
0e3dc3d5464b8315da5a_0.jpg,91.0,0.9121342897415161
0e3dc3d5464b8315da5a_0.jpg,99.0,0.8723538517951965
0e3dc3d5464b8315da5a_1.jpg,43.0,0.9816230535507202
0e3dc3d5464b8315da5a_2.jpg,36.0,0.6190117597579956
0e3dc3d5464b8315da5a_2.jpg,51.0,0.6421517729759216
0e3dc3d5464b8315da5a_2.jpg,55.0,0.5848531126976013
0e3dc3d5464b8315da5a_3.jpg,46.0,0.5692703127861023
0e3dc3d5464b8315da5a_4.jpg,7.0,0.6230040788650513
0e3dc3d5464b8315da5a_4.jpg,22.0,0.5681699514389038
0e3dc3d5464b8315da5a_4.jpg,28.0,0.591828465461731
0e3dc3d5464b8315da5a_4.jpg,46.0,0.8625414967536926
0e3dc3d5464b8315da5a_4.jpg,47.0,0.5376269221305847
0e466451e7cf22917bde_0.jpg,88.0,0.8950847387313843
0e466451e7cf22917bde_0.jpg,89.0,0.5311816334724426
0e466451e7cf22917bde_0.jpg,90.0,0.5392594933509827
0e466451e7cf22917bde_0.jpg,99.0,0.9480549097061157
0e466451e7cf22917bde_1.jpg,19.0,0.6703890562057495
0e466451e7cf22917bde_1.jpg,24.0,0.8048906326293945
0e466451e7cf22917bde_2.jpg,19.0,0.8197810649871826
0e466451e7cf22917bde_3.jpg,73.0,0.9431334733963013
0e466451e7cf22917bde_3.jpg,74.0,0.848537027835846
0e466451e7cf22917bde_3.jpg,75.0,0.6303690075874329
0e466451e7cf22917bde_4.jpg,59.0,0.5654831528663635
0e466451e7cf22917bde_4.jpg,73.0,0.9675917625427246
0e466451e7cf22917bde_4.jpg,74.0,0.8403607606887817
0e466451e7cf22917bde_4.jpg,75.0,0.68501216173172
0e4b5260cbfe0ea057ef_0.jpg,45.0,0.7867189049720764
0f51c7d45d4a9814c15b_0.jpg,45.0,0.5750621557235718
0f51c7d45d4a9814c15b_0.jpg,51.0,0.5047335624694824
0f51c7d45d4a9814c15b_0.jpg,55.0,0.6441746950149536
0f51c7d45d4a9814c15b_1.jpg,3.0,0.5164880752563477
0f51c7d45d4a9814c15b_1.jpg,42.0,0.5114433765411377
0f51c7d45d4a9814c15b_1.jpg,89.0,0.9891617298126221
0f51c7d45d4a9814c15b_1.jpg,90.0,0.9744246006011963
0f51c7d45d4a9814c15b_1.jpg,91.0,0.9375082850456238
0f51c7d45d4a9814c15b_1.jpg,99.0,0.8809868693351746
0f51c7d45d4a9814c15b_2.jpg,79.0,0.8276717066764832
0f51c7d45d4a9814c15b_3.jpg,2.0,0.9526510238647461
0f51c7d45d4a9814c15b_4.jpg,79.0,0.760305643081665
0f51c7d45d4a9814c15b_5.jpg,96.0,0.6428751349449158
109b65c70b59ce079748_0.jpg,2.0,0.9601722955703735
109b65c70b59ce079748_1.jpg,25.0,0.9385855793952942
109b65c70b59ce079748_1.jpg,26.0,0.9864391684532166
109b65c70b59ce079748_2.jpg,25.0,0.9330811500549316
109b65c70b59ce079748_2.jpg,26.0,0.9861502051353455
109b65c70b59ce079748_3.jpg,3.0,0.5252934694290161
109b65c70b59ce079748_3.jpg,42.0,0.5172364711761475
109b65c70b59ce079748_3.jpg,89.0,0.9895776510238647
109b65c70b59ce079748_3.jpg,90.0,0.9658052921295166
109b65c70b59ce079748_3.jpg,91.0,0.9371999502182007
109b65c70b59ce079748_3.jpg,99.0,0.8934000730514526
109b65c70b59ce079748_4.jpg,39.0,0.8232821822166443
109b65c70b59ce079748_4.jpg,40.0,0.9766860008239746
109b65c70b59ce079748_5.jpg,79.0,0.8075167536735535
109b65c70b59ce079748_6.jpg,2.0,0.9657866954803467
113f8a180886cdd89497_0.jpg,3.0,0.5443261861801147
113f8a180886cdd89497_0.jpg,42.0,0.5147309303283691
113f8a180886cdd89497_0.jpg,89.0,0.9623461961746216
113f8a180886cdd89497_0.jpg,90.0,0.942370593547821
113f8a180886cdd89497_0.jpg,91.0,0.9110202789306641
113f8a180886cdd89497_0.jpg,99.0,0.9070156216621399
113f8a180886cdd89497_1.jpg,3.0,0.5330127477645874
113f8a180886cdd89497_1.jpg,42.0,0.5006886720657349
113f8a180886cdd89497_1.jpg,89.0,0.9835273027420044
113f8a180886cdd89497_1.jpg,90.0,0.9775800704956055
113f8a180886cdd89497_1.jpg,91.0,0.9290244579315186
113f8a180886cdd89497_1.jpg,99.0,0.8769214153289795
113f8a180886cdd89497_2.jpg,25.0,0.9460660815238953
113f8a180886cdd89497_2.jpg,26.0,0.9867653250694275
113f8a180886cdd89497_3.jpg,7.0,0.6625553369522095
113f8a180886cdd89497_3.jpg,18.0,0.6607804894447327
113f8a180886cdd89497_3.jpg,32.0,0.8557350039482117
113f8a180886cdd89497_3.jpg,104.0,0.9779666662216187
113f8a180886cdd89497_4.jpg,25.0,0.9323586225509644
113f8a180886cdd89497_4.jpg,26.0,0.9839363098144531
113f8a180886cdd89497_5.jpg,79.0,0.89586341381073
